abaco
crocifissa
crocifisso
crocina
cruciano
cunegonda
cunegondo
cuniberto
cuono
cupido
curio
curzia
curzio
cusmano
custode
custodio
cusumano
dafne
dafni
dafno
dagoberta
dagoberto
daiana
dalcisa
dalcisio
dalciso
dalgisa
dalia
dalila
dalinda
dalindo
dalino
dalio
daliso
dalma
dalmata
dalmato
dalmazia
dalmazio
dalmazzo
dalmina
dalmino
dalmiro
dalmo
damasa
damasca
damasco
damaso
damiana
damiano
damina
damino
dana
dandolo
dania
daniela
daniele
daniella
daniello
danila
danilla
danillo
danilo
danino
danio
dannunzio
danta
dante
dantina
dantino
danubio
dardano
dardo
daria
dariella
darina
dario
darma
darmo
darvina
darvino
dato
davida
davide
davidica
davidico
davidina
davidino
davina
davinio
davino
dazeglio
dazelio
dazio
dazzo
dea
deana
deanira
deanna
debora
decenzio
decia
decima
decimina
decimino
decimo
decio
dedalo
defendente
defendi
defendina
defendo
degna
deianira
delcisa
delciso
deledda
delfa
delfia
delfina
delfino
delfio
delfo
delia
delina
delinda
delindo
delino
delio
delisa
delisio
deliso
delizia
delizio
dello
delma
delmina
delmino
delmira
delmiro
delmo
dema
demaro
demetria
demetrio
demo
demostene
denis
denisa
denise
denisia
denisio
deo
deodata
deodato
deomira
deonisia
deonisio
dera
derina
derino
derio
derna
dernino
derno
dero
desdemona
desia
desidera
desiderata
desiderato
desideria
desiderio
desio
desolina
desolino
destino
diaco
diamanta
diamante
diamantina
diambra
diana
dianella
dianello
diano
dianora
diaz
didaco
didia
didima
didimo
didio
diega
diego
diletta
diletto
dilia
diliana
dilio
dilla
dillo
dilo
dima
dimitra
dimitri
dimitrio
dimma
dimmo
dimo
dina
dinetto
dino
diocleziano
diodata
diodato
diodora
diodorino
diodoro
diogene
diomede
diomira
diomiro
dione
dionella
dionello
dionigi
dionigia
dionigio
dionilla
dionino
dionira
dionisi
dionisia
dionisio
dioniso
dioscoride
diotisalvi
dirce
dircea
dirceo
disma
dismo
disolina
diva
divina
divinangelo
divino
divio
divo
dogalina
dolcina
dolcino
dolcissima
dolfina
dolfino
dolinda
dolindo
dolorata
dolores
doloretta
dolorice
dolorina
dolorinda
dolorino
doloris
dolorosa
domenica
domenicangelo
domenicantonio
domenichina
domenichino
domenico
domenicuccio
domiliano
dominatore
dominica
domitilla
domitillo
domizia
domiziana
domiziano
domizio
donaldo
donata
donatantonio
donatella
donatello
donatilla
donatina
donatino
donato
donatuccio
donelio
donella
donello
donetta
donillo
donina
donino
donizio
donnina
donnino
dono
dora
doralba
doralice
doranda
dorando
dorella
doretta
doretto
doria
doriana
doriano
dorico
doride
dorigo
dorina
dorinda
dorindo
dorino
dorio
doris
dorita
dorligo
doro
dorotea
doroteo
dosolina
dosolino
doviglia
doviglio
dovilia
dovilio
draga
drago
driade
drusiana
drusiano
drusilla
druso
drusolina
duccia
duccio
duilia
duilio
duina
duino
dulcinea
dumas
durando
durante
durantino
duse
dusola
dusolina
ebe
eberardo
ebo
eccelsa
eccelso
ecla
ecle
eco
eda
edda
eddo
ede
edelberto
eden
edena
edera
ederina
ederino
edero
edesia
edesio
edgarda
edgardo
edi
edia
edila
edilberto
edilia
ediliano
edilio
edina
edino
edio
edipo
edita
editta
edma
edmea
edmeo
edmo
edmonda
edmondo
edo
edoarda
edoardina
edoardino
edoardo
edovilio
edra
edro
eduarda
eduardo
eduilia
eduilio
eduina
eduino
edvige
edvigio
edvina
edvino
effisia
effisio
effrem
efigenia
efisia
efisina
efisino
efisio
efiso
efraimo
efrem
efro
egea
egeo
egeria
egerio
egida
egide
egidia
egidio
egilberto
egilda
egilde
egildo
egilia
egilio
egista
egisto
egizia
egiziaca
egiziana
egiziano
egizio
egla
eglantina
eglantino
egle
eglina
eglo
elba
elbana
elbanio
elbano
elbo
elda
eldina
eldino
eldo
elea
eleana
eleano
eleazaro
eleazzaro
elena
elenia
elenio
eleno
eleo
eleodoro
eleonarda
eleonardo
eleonora
eleonoro
eletta
eletto
elettra
elettro
eleuteria
eleuterio
elfa
elfia
elfina
elfino
elfio
elfo
elfrida
elfride
elfrido
elga
elgo
elia
eliana
eliano
elianora
elias
eliberto
elida
elide
elidia
elidio
elido
eligia
eligio
elina
elinda
elindo
elino
elio
eliodora
eliodoro
elios
elisa
elisabella
elisabetta
elisanna
elisea
elisena
eliseno
eliseo
elisetta
elisia
elisio
eliso
ella
ellena
ellenia
ellenio
elleno
ellera
ellero
ellia
elliana
ellio
elllida
ello
elma
elmerico
elmina
elmino
elmira
elmireno
elmiro
elmo
eloisa
eloisia
elpidia
elpidio
elsa
else
elsia
elsina
elsino
elsio
elso
elva
elvana
elvano
elvea
elvenzia
elvenzio
elverino
elvezia
elvezio
elvia
elviana
elviano
elvida
elvidia
elvidio
elvina
elvinia
elvinio
elvino
elvio
elvira
elvirina
elvirio
elviro
elvisa
elvise
elvisia
elvisio
elviso
elvo
elza
elzeario
elzio
elzo
ema
emanuela
emanuele
emanuelito
emanuella
emanuello
emera
emerenziana
emerenziano
emerenzio
emeria
emerica
emerico
emerigo
emerina
emerino
emerio
emiddia
emiddio
emidia
emidio
emilia
emiliana
emiliano
emilietta
emilietto
emilio
emina
emio
emira
emirio
emiro
emma
emmanuela
emmanuele
emmelina
emmo
emo
empedocle
endrio
enea
enedina
enedino
eneide
eneo
enerina
enerino
enerio
engelberto
enia
enio
ennia
ennio
enoc
enos
enotria
enotrio
enrica
enrichetta
enrichetto
enrico
enza
enzia
enzina
enzino
enzio
enzo
eola
eolo
epaminonda
epifania
epifanio
epifano
epimaco
epimenio
era
eraclea
eracleo
eraclia
eraclio
eraclita
eraclito
eralda
eraldo
eralio
eramo
erardo
erasma
erasmo
erberto
ercola
ercolano
ercole
ercoliano
ercolina
ercolino
erculiano
erenia
erenio
erennio
eria
eriana
eriano
eriberta
eriberto
erica
erico
eridana
eridanio
eridano
eride
erido
erika
erilda
erilde
erildo
erina
erinna
erinne
erinno
erino
erio
eritrea
eritreo
erlinda
erlindo
erma
ermacora
ermagora
ermana
ermanda
ermando
ermanna
ermanno
ermano
ermelina
ermelinda
ermelindo
ermelino
ermella
ermellina
ermellino
ermello
ermena
ermenegilda
ermenegildo
ermengarda
ermengardo
ermengilda
ermenio
ermentina
ermentino
ermentrude
ermes
ermesina
ermeta
ermete
ermetina
ermida
ermide
ermidio
ermido
ermilda
ermildo
ermina
erminda
ermindo
erminia
erminio
ermino
ermippo
ermite
ermo
ermocrate
ermogene
ermolao
erna
ernalda
ernaldo
ernando
ernani
ernano
ernella
ernes
ernesta
ernestina
ernestino
ernesto
ernido
ernino
erno
ero
erode
erodiade
eros
erpidio
errica
errichetta
errico
errigo
ersiglia
ersilia
ersilio
erta
erte
erto
ervenio
erveno
ervina
ervino
esamuele
eschilo
esdra
esedra
esilio
esiodo
esmeralda
esmeraldo
esopo
espedita
espedito
esperanza
esperia
esperina
esperino
esperio
espero
esposito
esquilino
esquilio
esta
este
estelio
estella
ester
esterina
esterino
estero
esuberanzio
esuberanzo
esule
esuperanzia
esuperanzio
esuperanzo
esuperia
esuperio
esvaldo
etelvoldo
eteocle
etruria
etrurio
etrusca
etrusco
etta
ettora
ettore
ettorina
ettorino
eucarpio
eucherio
euclida
euclide
eudemia
eudemio
eudemo
eudilia
eudilio
eudocia
eudoro
eudosia
eudosio
eudossia
eufelia
eufelio
eufemia
eufemio
eufrasia
eufrasina
eufrasio
eufrosia
eufrosina
eufrosino
eufrosio
eugenia
eugenio
eulalia
eulalio
eulogio
eumene
eunice
euplio
eupremia
eupremio
euprepio
eupreprio
eura
eurialo
euridice
euripide
euro
europa
europea
europeo
eurosia
eurosio
eusanio
eusapia
eusebia
eusebio
eusepio
eustacchia
eustacchio
eustachia
eustachio
eustasio
eustochia
eustorgio
euterpe
euticchio
eutichia
eutichiano
eutichio
eutimia
eutimio
eutizio
eutropio
eva
evalda
evaldo
evandrina
evandro
evangela
evangelia
evangelina
evangelino
evangelista
evangelisto
evangelo
evanzio
evardo
evarista
evaristo
evasia
evasio
evelia
evelina
evelino
evelio
evelisa
evendra
evenzio
evenzo
everaldo
everarda
everardo
evia
eviliano
evina
evino
evio
evita
evo
evrardo
ezechia
ezechiela
ezechiele
ezechiella
ezechielle
ezelina
ezelinda
ezelindo
ezelino
ezia
ezio
ezzelina
ezzelino
fabbia
fabbiana
fabbiano
fabbio
fabbiola
fabbrina
fabbrizia
fabbrizio
fabea
fabia
fabiana
fabiano
fabiella
fabina
fabio
fabiola
fabiolina
fabiolo
fabriana
fabriano
fabriele
fabrina
fabrino
fabrio
fabrizia
fabrizio
fabrizo
facondina
facondino
facondo
fadia
fadilla
fadino
faenza
faenzo
faida
faido
faira
faisa
faita
faiza
falando
falaride
falco
falda
faldina
faldino
faldo
faledra
falena
faleria
falerina
falerio
faliera
faliero
falina
fallerio
falma
famiana
famiano
fana
fanciullo
fanfulla
fania
fanilla
fanina
fanino
fanio
fannÏ
fanna
fanni
fannia
fannina
fannita
fannuccia
fanny
fano
fanola
fanore
fantina
fantino
fanuel
fanzia
faone
faostina
faostino
fara
farailde
faraone
farnese
faro
fasana
fasano
fasma
fata
fatima
fatimo
fatina
fatma
fatolina
fauno
fauro
fausta
faustina
faustino
fausto
faustolo
faviana
favilla
favio
favorina
favorino
favorita
favorito
fea
feanna
feba
febbrina
febbrinio
febbrino
febbronia
febe
febea
febo
febrino
febrizio
febronia
febronio
fecondo
fedalba
fedalma
fede
fedela
fedele
fedelia
fedelica
fedelina
fedelinda
fedelino
federa
federica
federico
federiga
federigo
federina
federino
fedia
fedilia
fedilla
fedina
fedino
fedio
fedo
fedora
fedorina
fedoro
fedorvana
fedra
fedrica
fedrico
fedrigo
fedro
fegra
fela
felda
felesina
felia
felice
felicea
felicella
feliceta
felicetta
felicetto
felicia
feliciana
feliciano
felicietta
felicina
felicino
felicio
feliciola
felicissima
felicissimo
felicit‡
felicita
felicitas
felida
felide
felidia
felidio
felido
felina
felinda
felino
felio
felippo
felisa
felisia
felisiana
felisiano
felizia
feliziana
feliziano
fellina
fellino
felma
felmina
felse
felsina
feltre
feltro
feluccio
femia
femide
femio
femo
fenela
fenelia
fenelio
fenella
fenello
fenenna
fenesia
fenesina
fenia
fenice
fenicia
fenicio
fenicola
fenimola
fenina
fenio
fenisa
fenisia
fenisio
fenizia
fenizio
fenolia
fenza
fenzo
feo
fera
feralda
feraldo
feranda
ferando
ferardo
ferdiando
ferdina
ferdinanda
ferdinandina
ferdinando
feria
feriana
feriano
ferida
feride
feridia
feridie
ferido
feriero
ferigo
ferildo
ferina
ferino
ferio
ferledo
ferma
fermana
fermano
fermentina
fermilde
fermilia
fermilide
fermilio
fermina
ferminia
ferminio
fermino
fermo
fernalda
fernaldo
fernanda
fernandino
fernando
fernella
fernero
fernice
fernida
ferradino
ferramondo
ferranda
ferrandina
ferrando
ferrante
ferrantino
ferrara
ferrarina
ferrarino
ferraro
ferrea
ferrera
ferrero
ferri
ferriana
ferriano
ferrida
ferrido
ferriero
ferrina
ferrino
ferro
ferronia
ferrucci
ferruccio
ferrucio
ferruglio
fertile
fertilia
feruccio
ferucio
feruglio
fervida
fervido
fesio
festilia
festilio
festina
festino
festo
festosa
fetina
fiametta
fiamma
fiammella
fiammetta
fiammina
fiandra
fibreno
ficenza
fida
fidalba
fidalda
fidaldo
fidalina
fidalma
fidalmina
fidalmino
fidalmo
fidardo
fidarma
fide
fidea
fidelfio
fidelfo
fidelfranco
fidelia
fidelina
fidelio
fidelma
fidelmina
fidelmino
fidelmo
fidenzia
fidenzio
fidenzo
fideo
fides
fidia
fidio
fido
fiducia
fieramonte
fierina
fierino
fiero
fifetta
fifina
figenia
filadelfa
filadelfia
filadelfio
filadelfo
filadora
filandro
filargina
filargino
filastro
filda
filde
